GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
41,916.8422,2400.4065,2909.2782,0.0,0.0,0.0,-2373.5223,-19080.7516,1081.2332,10698.8815,-5064.7436,106.18110864,-3447.6322999999993,-4958.5624913599995,-8406.19479136
42,862.6215,2392.8398,2959.9724,0.0,0.0,0.0,-2388.9387,-19119.0494,1102.4917,10658.4989,-4999.0924,103.8091068,-3531.5638,-4895.2832932,-8426.847093200002
43,897.5719,2432.6694,2907.1539,0.0,0.0,0.0,-2353.9752,-19012.0072,1080.0309,10620.7914,-5089.1314,106.52960952,-3427.7649,-4982.60179048,-8410.366690480001
44,911.842,2389.7701,2895.5157,0.0,0.0,0.0,-2381.1487,-19059.0195,1095.5803,10721.9086,-5092.2254,106.89274728000001,-3425.5514999999978,-4985.332652720001,-8410.884152719997
45,904.3178,2402.3429,2941.3031,0.0,0.0,0.0,-2368.7425,-18866.1883,1101.6678,10687.9289,-5272.3599,105.80026104,-3197.3703000000005,-5166.5596389600005,-8363.929938960002
46,884.8105,2431.1774,2936.8456,0.0,0.0,0.0,-2378.2384,-18988.3564,1095.9735,10727.1335,-5166.2988,107.63891711999999,-3290.6543,-5058.65988288,-8349.314182879998
47,862.8488,2451.1843,2948.2171,0.0,0.0,0.0,-2374.6997,-18837.0173,1063.7067,10607.7505,-5213.6021,107.57515751999999,-3278.0095999999994,-5106.02694248,-8384.03654248
48,863.3759,2406.3276,2942.3449,0.0,0.0,0.0,-2365.3651,-18980.1184,1095.8483,10745.105,-5208.7288,105.58802664,-3292.4817999999996,-5103.14077336,-8395.622573359999
49,894.4675,2391.4046,2926.6785,0.0,0.0,0.0,-2380.1991,-19085.1072,1117.7762,10695.4447,-5097.2219,105.22121256,-3439.5347999999976,-4992.00068744,-8431.535487439998
50,902.2166,2380.176,2966.5144,0.0,0.0,0.0,-2376.5513,-19165.6372,1110.6702,10705.5304,-4985.0995,106.00702847999999,-3477.080900000001,-4879.09247152,-8356.17337152
51,876.5728,2449.5361,2944.7353,0.0,0.0,0.0,-2373.7172,-19041.4721,1094.7688,10636.2337,-5100.1204,104.77208592,-3413.342599999998,-4995.34831408,-8408.690914079998
52,882.9189,2400.867,2927.9038,0.0,0.0,0.0,-2369.4902,-18949.2413,1092.0052,10597.9013,-5125.1727,106.20326015999999,-3417.1353000000017,-5018.96943984,-8436.10473984
53,907.3012,2392.8368,2900.1991,0.0,0.0,0.0,-2399.6464,-18967.9944,1093.9556,10655.0973,-5128.8524,104.63216184,-3418.2508000000016,-5024.22023816,-8442.471038160002
54,871.039,2387.8127,2934.0743,0.0,0.0,0.0,-2367.6729,-18973.2116,1087.5046,10741.8867,-5180.6934,107.65468080000001,-3318.5671999999995,-5073.0387192,-8391.6059192
55,891.5209,2383.4761,2908.3753,0.0,0.0,0.0,-2340.5191,-18943.3028,1092.9287,10666.9549,-5180.1113,108.33256295999999,-3340.5660000000007,-5071.778737039999,-8412.344737039999
56,844.0443,2415.2831,2957.6271,0.0,0.0,0.0,-2389.2296,-19112.854,1096.7031,10668.2663,-5038.4852,106.26510239999999,-3520.1597,-4932.2200976,-8452.379797599999
57,887.1735,2443.8796,2941.2416,0.0,0.0,0.0,-2380.8507,-19049.3162,1091.2478,10697.0234,-5066.3579,109.68673176,-3369.6010000000006,-4956.67116824,-8326.27216824
58,839.6257,2466.6558,2946.3033,0.0,0.0,0.0,-2369.5323,-18960.4974,1059.3766,10665.9005,-5166.4993,110.04414984,-3352.1677999999993,-5056.455150160001,-8408.62295016
59,874.499,2338.4962,2947.8402,0.0,0.0,0.0,-2380.49,-19101.9848,1073.497,10650.6379,-5003.8351,105.73274088,-3597.504499999999,-4898.10235912,-8495.60685912
60,890.6151,2378.4638,2948.8745,0.0,0.0,0.0,-2392.3161,-18958.1092,1091.4079,10626.9118,-5125.4925,103.14821952,-3414.1521999999986,-5022.344280480001,-8436.496480479998
61,904.7194,2419.6332,2950.2701,0.0,0.0,0.0,-2396.8915,-18968.6388,1086.6279,10696.4133,-5164.5859,105.0569388,-3307.866400000001,-5059.5289612,-8367.3953612
62,868.7,2428.9224,2963.1538,0.0,0.0,0.0,-2334.8539,-19043.459,1088.017,10666.0617,-5098.7073,106.88977152,-3363.4579999999987,-4991.81752848,-8355.275528479999
63,846.0498,2392.64,2940.4136,0.0,0.0,0.0,-2352.7561,-18962.3283,1087.5631,10723.7522,-5191.7123,105.23267496,-3324.6657000000014,-5086.47962504,-8411.14532504
64,857.3022,2398.9141,2940.3602,0.0,0.0,0.0,-2367.9307,-18926.1971,1087.5977,10702.1213,-5219.4443,106.1759592,-3307.8323,-5113.2683408,-8421.100640800001
65,900.9151,2375.2119,2959.1939,0.0,0.0,0.0,-2354.066,-18887.1874,1091.3277,10655.6933,-5224.712,106.90747056,-3258.9114999999983,-5117.804529440001,-8376.716029439998
66,892.7575,2420.1227,2947.5935,0.0,0.0,0.0,-2408.4373,-18854.4285,1080.0885,10637.6209,-5228.9467,105.33976559999999,-3284.682700000001,-5123.606934400001,-8408.289634400002
67,921.0734,2448.4782,2943.4234,0.0,0.0,0.0,-2397.761,-18916.218,1067.2977,10686.8062,-5253.3938,103.3838136,-3246.9001000000007,-5150.009986399999,-8396.910086400001
68,955.2751,2367.8662,2950.9728,0.0,0.0,0.0,-2402.6899,-19070.6762,1076.1879,10704.6612,-5074.6619,106.10898407999998,-3418.402900000003,-4968.5529159200005,-8386.955815920004
69,884.4445,2428.2379,2939.4197,0.0,0.0,0.0,-2402.3625,-18903.7268,1098.2895,10682.6595,-5195.3805,105.92505215999999,-3273.038199999999,-5089.4554478400005,-8362.493647839998
70,928.9136,2443.3304,2906.586,0.0,0.0,0.0,-2365.7596,-18768.7542,1090.887,10687.4544,-5380.0864,110.86977024,-3077.3423999999977,-5269.21662976,-8346.559029759997
71,906.884,2393.4155,2932.5632,0.0,0.0,0.0,-2377.1762,-19013.4265,1108.1401,10722.0336,-5184.2264,104.92028207999999,-3327.5663000000004,-5079.306117919999,-8406.87241792
72,891.3901,2383.7163,2928.9567,0.0,0.0,0.0,-2387.003,-18875.6785,1075.8016,10679.543,-5251.0464,107.27488944,-3303.273800000001,-5143.77151056,-8447.045310560003
73,918.7751,2334.2318,2916.9291,0.0,0.0,0.0,-2334.344,-19016.7514,1106.5517,10727.9533,-5203.4243,107.99220455999999,-3346.6544000000013,-5095.43209544,-8442.086495440002
74,879.0069,2376.2688,2961.1411,0.0,0.0,0.0,-2352.3171,-18938.7623,1102.9562,10671.7578,-5225.5908,106.99253136,-3299.9485999999997,-5118.59826864,-8418.54686864
75,853.765,2315.5188,2926.8376,0.0,0.0,0.0,-2358.6575,-18859.0938,1113.155,10710.9883,-5307.7993,110.32877447999999,-3297.4865999999965,-5197.47052552,-8494.957125519995
76,929.2609,2398.2182,2929.757,0.0,0.0,0.0,-2342.9442,-19008.5131,1100.6913,10704.2837,-5185.7913,110.62294992,-3289.2461999999996,-5075.16835008,-8364.414550079999
77,955.7958,2412.5836,2915.7903,0.0,0.0,0.0,-2356.4078,-18941.1441,1087.6969,10700.2308,-5218.3482,106.19396927999999,-3225.4545000000016,-5112.154230720001,-8337.608730720001
78,901.6952,2356.9245,2963.0151,0.0,0.0,0.0,-2379.9714,-18793.2909,1090.9867,10614.5894,-5286.7683,109.73330928,-3246.0514000000003,-5177.03499072,-8423.08639072
79,873.3677,2405.4814,2926.1347,0.0,0.0,0.0,-2345.0973,-18893.9739,1086.5596,10651.6701,-5216.6252,110.73228696,-3295.8577000000005,-5105.89291304,-8401.750613040002
80,893.8287,2368.3227,2913.5375,0.0,0.0,0.0,-2332.1185,-18859.0278,1104.3122,10701.1094,-5271.7325,111.68568648,-3210.0357999999997,-5160.04681352,-8370.08261352
81,891.3244,2386.6836,2970.6751,0.0,0.0,0.0,-2372.1303,-18957.4186,1080.3097,10680.4111,-5172.3471,108.85196592,-3320.1450000000004,-5063.49513408,-8383.64013408
82,934.853,2466.4144,2928.3554,0.0,0.0,0.0,-2327.1141,-19019.8018,1071.0737,10663.1192,-5124.2796,112.44831192,-3283.1002000000026,-5011.8312880799995,-8294.931488080003
83,841.1602,2446.2713,2925.9242,0.0,0.0,0.0,-2379.8966,-18967.627,1108.1633,10691.8033,-5143.4518,109.12663512,-3334.2013000000006,-5034.32516488,-8368.52646488
84,922.7397,2417.0249,2939.8131,0.0,0.0,0.0,-2349.5777,-18691.5029,1071.613,10620.6703,-5406.4978,110.78692704000001,-3069.2196000000004,-5295.71087296,-8364.93047296
85,874.31,2421.1531,2964.8005,0.0,0.0,0.0,-2344.1618,-18854.9353,1079.7677,10648.8761,-5272.1057,108.99603576,-3210.189700000001,-5163.10966424,-8373.299364240002
86,889.6827,2511.4355,2946.8244,0.0,0.0,0.0,-2363.8877,-18888.271,1092.3162,10652.7739,-5220.1485,111.12025392,-3159.126000000002,-5109.02824608,-8268.154246080003
87,861.6361,2356.4551,2978.8173,0.0,0.0,0.0,-2373.4918,-18839.3312,1076.7113,10675.9637,-5276.3222,110.03116608,-3263.2394999999997,-5166.29103392,-8429.530533919999
88,894.0881,2423.4814,2929.1076,0.0,0.0,0.0,-2363.2629,-18820.406,1066.6821,10644.5752,-5258.0907,109.2150468,-3225.7345000000005,-5148.8756532,-8374.6101532
89,877.1421,2344.4407,2930.8816,0.0,0.0,0.0,-2378.1672,-18711.0823,1086.9346,10663.3338,-5358.5661,108.46397232,-3186.5166999999965,-5250.10212768,-8436.618827679997
90,897.1845,2436.1547,2956.0361,0.0,0.0,0.0,-2350.4743,-18873.1774,1106.1276,10723.8051,-5249.5785,107.07991632,-3104.3437000000013,-5142.49858368,-8246.84228368
91,928.0689,2384.8832,2904.2233,0.0,0.0,0.0,-2368.7423,-18784.4793,1070.8322,10604.3772,-5213.6016,104.15915064,-3260.8367999999973,-5109.44244936,-8370.279249359997
92,884.9759,2417.9957,2949.5903,0.0,0.0,0.0,-2388.2936,-18794.0932,1082.6058,10700.7772,-5316.031,106.17426719999999,-3146.4419,-5209.8567328,-8356.2986328
93,906.2505,2375.2104,2901.7917,0.0,0.0,0.0,-2363.5855,-18908.8136,1087.6564,10699.3948,-5227.5971,109.14653304,-3302.0953000000027,-5118.45056696,-8420.545866960003
94,867.3578,2402.8021,2945.0838,0.0,0.0,0.0,-2316.4901,-19004.2331,1091.2048,10687.632,-5135.5301,107.29340352,-3326.642700000002,-5028.23669648,-8354.879396480002
95,948.4377,2401.2687,2889.8641,0.0,0.0,0.0,-2353.9511,-18857.3346,1075.7243,10624.0782,-5171.1779,107.47376496,-3271.912699999999,-5063.7041350399995,-8335.61683504
96,875.0229,2433.1626,2929.1335,0.0,0.0,0.0,-2372.9298,-18648.0666,1074.4115,10641.2241,-5373.2487,106.65388872,-3068.041799999999,-5266.59481128,-8334.636611279999
97,904.8998,2426.9642,2896.3722,0.0,0.0,0.0,-2373.8272,-18911.9741,1099.2868,10733.1222,-5205.7674,106.29008927999999,-3225.1561,-5099.47731072,-8324.63341072
98,866.8303,2363.8459,2951.1763,0.0,0.0,0.0,-2342.7649,-18898.1035,1082.247,10671.7767,-5207.4607,106.52086656,-3304.9922000000024,-5100.939833439999,-8405.932033440002
99,895.894,2396.598,2913.149,0.0,0.0,0.0,-2341.764,-18944.9317,1071.1292,10706.066,-5230.1936,104.96231352,-3303.8595000000005,-5125.23128648,-8429.090786480001

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,9.3359,13.1628,18.5252,0.0,0.0,0.0,-0.5133,25.2597,13.1992,-58.5907,-14.7962,2.98998288,20.3788,-11.806217120000001,8.572582879999997
1,8.9861,18.1318,15.1752,0.0,0.0,0.0,1.2006,24.96,11.2988,-60.426,-14.3174,3.0181190399999998,19.326499999999996,-11.299280959999999,8.027219039999997
2,7.7486,17.3528,10.3379,0.0,0.0,0.0,2.5409,22.924,10.3695,-59.5121,-13.7349,3.0230690399999998,11.761599999999994,-10.71183096,1.0497690399999944
3,7.6114,16.4372,9.946,0.0,0.0,0.0,2.0043,20.6978,10.1667,-57.1754,-13.3826,3.03759288,9.687999999999995,-10.34500712,-0.6570071200000047
4,8.9447,15.3456,17.6093,0.0,0.0,0.0,-2.1576,21.1471,13.1098,-54.4861,-14.1876,3.03318648,19.51279999999999,-11.15441352,8.358386479999991
5,9.1514,19.1685,11.603,0.0,0.0,0.0,2.4218,31.8644,10.688,-59.1591,-19.7038,3.03630264,25.738000000000007,-16.667497360000002,9.070502640000006
6,6.9814,22.6028,12.1892,0.0,0.0,0.0,1.5791,22.5772,12.3049,-58.3784,-13.5769,3.02569848,19.8562,-10.55120152,9.304998480000002
7,7.9164,25.8302,11.0493,0.0,0.0,0.0,0.7907,23.4829,11.3948,-58.4694,-14.4008,3.00904848,21.99490000000001,-11.39175152,10.603148480000009
8,5.1761,21.0451,11.7222,0.0,0.0,0.0,1.2656,22.1913,10.3406,-58.1639,-13.7654,3.03592176,13.576999999999998,-10.729478239999999,2.8475217599999985
9,12.2421,15.9354,11.8314,0.0,0.0,0.0,4.0754,22.651,10.6515,-57.0242,-13.8818,3.0153146399999997,20.362600000000008,-10.86648536,9.496114640000007
10,6.1403,18.6799,18.6726,0.0,0.0,0.0,0.0818,24.7821,10.852,-60.907,-14.3131,3.02631696,18.30170000000001,-11.28678304,7.0149169600000105
11,10.2297,17.1777,15.116,0.0,0.0,0.0,-0.012,21.1069,10.1629,-55.7188,-14.0043,3.05829576,18.06240000000001,-10.94600424,7.11639576000001
12,9.1985,17.034,13.9542,0.0,0.0,0.0,1.599,23.7043,11.0676,-58.5921,-14.4539,3.03556896,17.96549999999999,-11.418331040000002,6.547168959999991
13,9.0468,21.5551,12.2744,0.0,0.0,0.0,0.1855,19.7198,13.2934,-56.885,-12.9857,3.01998096,19.190000000000005,-9.96571904,9.224280960000005
14,7.9411,10.6818,17.9887,0.0,0.0,0.0,-0.0872,31.5967,11.0032,-56.7806,-20.8851,3.01281192,22.343700000000005,-17.87228808,4.471411920000004
15,10.4347,16.9167,8.4459,0.0,0.0,0.0,2.4654,17.3489,11.0736,-54.6496,-12.8838,3.0341592,12.03560000000001,-9.849640800000001,2.1859592000000085
16,8.4388,19.0947,16.0922,0.0,0.0,0.0,-1.1111,24.0804,9.9362,-58.2028,-14.6603,3.03968232,18.328399999999995,-11.620617679999999,6.707782319999995
17,9.2029,21.7335,15.7542,0.0,0.0,0.0,0.1253,24.6278,10.5233,-60.5512,-14.5859,3.03228288,21.41580000000001,-11.55361712,9.862182880000011
18,9.8849,14.86,16.577,0.0,0.0,0.0,5.3331,23.9527,10.9012,-60.1055,-13.9858,3.01479768,21.403399999999998,-10.97100232,10.432397679999998
19,10.9672,20.2154,11.5652,0.0,0.0,0.0,2.7192,24.1423,11.3187,-60.6742,-13.9037,3.03982704,20.2538,-10.86387296,9.389927039999998
20,6.4904,23.8652,10.3039,0.0,0.0,0.0,1.6683,23.9491,11.5817,-58.4462,-13.8683,3.0185157599999997,19.412400000000012,-10.84978424,8.562615760000012
21,13.0274,20.7135,10.2766,0.0,0.0,0.0,2.708,24.3801,10.5685,-59.223,-14.098,3.02265792,22.451099999999997,-11.07534208,11.375757919999996
22,10.9636,17.8761,13.7949,0.0,0.0,0.0,5.6745,19.2071,12.497,-56.2627,-13.0199,3.01249512,23.750499999999995,-10.00740488,13.743095119999996
23,5.5796,16.2303,10.3148,0.0,0.0,0.0,3.6475,23.3432,11.2708,-59.4779,-13.5035,3.0277476,10.90829999999999,-10.475752400000001,0.43254759999998926
24,10.9355,26.6798,10.4071,0.0,0.0,0.0,0.3557,21.6737,10.9229,-57.179,-13.7672,3.0302186399999997,23.795699999999997,-10.736981360000001,13.058718639999995
25,8.3959,22.9243,9.1477,0.0,0.0,0.0,4.0874,21.8349,11.36,-58.6897,-13.0305,2.99792592,19.060500000000005,-10.03257408,9.027925920000005
26,5.1142,16.7135,9.5731,0.0,0.0,0.0,1.3282,22.98,11.6705,-57.7668,-13.907,3.03408072,9.612700000000004,-10.87291928,-1.2602192799999963
27,6.6064,15.6491,13.6026,0.0,0.0,0.0,3.6948,21.1313,14.5938,-57.3632,-12.5524,2.9952935999999997,17.914800000000007,-9.5571064,8.357693600000006
28,9.5105,23.0287,10.4727,0.0,0.0,0.0,0.9191,23.3387,11.0264,-58.3193,-13.9675,3.02974416,19.976799999999997,-10.93775584,9.039044159999998
29,6.0087,17.9955,12.6913,0.0,0.0,0.0,2.6029,23.4751,11.6337,-59.3679,-13.8628,3.02444136,15.039300000000004,-10.83835864,4.200941360000004
30,6.083,16.4806,11.8373,0.0,0.0,0.0,1.6041,20.6428,12.4466,-56.7136,-13.293,3.0081945599999997,12.380800000000008,-10.28480544,2.0959945600000083
31,9.0651,15.3291,12.3967,0.0,0.0,0.0,0.3854,21.8661,11.5016,-56.6367,-13.9825,3.0480595200000002,13.907299999999985,-10.93444048,2.9728595199999854
32,6.4064,20.7322,9.8414,0.0,0.0,0.0,2.2954,26.131,12.5039,-62.9004,-13.6954,3.00789288,15.009899999999995,-10.68750712,4.322392879999995
33,5.0844,23.0392,9.4533,0.0,0.0,0.0,0.0282,20.5386,11.5652,-55.7344,-13.1303,3.03368904,13.974499999999999,-10.09661096,3.877889039999999
34,5.2218,20.3132,11.4093,0.0,0.0,0.0,0.2528,23.5126,11.1271,-58.3301,-14.3514,3.0430584,13.506699999999995,-11.3083416,2.198358399999995
35,11.9935,22.094,13.4148,0.0,0.0,0.0,-0.0611,23.3429,9.8784,-57.7559,-14.6271,3.04356312,22.906599999999997,-11.58353688,11.323063119999997
36,7.6989,18.9516,9.3026,0.0,0.0,0.0,4.8763,16.792,12.4176,-56.0192,-12.2732,3.0318832799999997,14.019800000000004,-9.24131672,4.778483280000004
37,6.0296,17.9597,10.9633,0.0,0.0,0.0,0.0148,23.1623,12.152,-57.3301,-14.2641,3.0296188799999997,12.9516,-11.23448112,1.7171188799999997
38,11.1591,15.1683,15.9127,0.0,0.0,0.0,1.8807,23.3972,11.6459,-59.4352,-14.3861,3.0515500799999997,19.728699999999996,-11.33454992,8.394150079999996
39,10.329,17.0365,11.6472,0.0,0.0,0.0,2.4873,24.2014,10.1943,-59.2463,-14.8099,3.02507568,16.649400000000007,-11.78482432,4.864575680000007
40,13.7142,19.2516,11.5489,0.0,0.0,0.0,1.6147,21.6368,10.6813,-57.0561,-13.3472,3.04621272,21.39139999999999,-10.300987280000001,11.09041271999999
41,10.466,15.77,12.4899,0.0,0.0,0.0,3.2517,16.8933,12.8835,-53.3825,-12.4833,3.0247091999999998,18.37189999999999,-9.4585908,8.91330919999999
42,9.9146,19.7614,11.9194,0.0,0.0,0.0,0.7886,22.428,11.6688,-56.1299,-14.1031,3.03418008,20.350900000000003,-11.068919919999999,9.281980080000004
43,12.355,19.6077,11.326,0.0,0.0,0.0,3.7668,20.6964,12.0885,-56.6616,-13.0693,3.01996152,23.178800000000003,-10.04933848,13.129461520000003
44,9.6199,14.1596,19.9544,0.0,0.0,0.0,1.4575,25.774,11.2128,-60.9138,-15.221,3.0594556799999997,21.264400000000002,-12.16154432,9.102855680000001
45,5.6146,17.0428,15.4453,0.0,0.0,0.0,1.7408,20.8647,12.3948,-55.4888,-13.628,3.00752352,17.614199999999997,-10.62047648,6.993723519999996
46,11.7568,18.0723,10.6208,0.0,0.0,0.0,2.9139,19.1359,11.8619,-54.6808,-12.968,3.03482664,19.680799999999998,-9.93317336,9.747626639999998
47,10.1844,17.749,10.6714,0.0,0.0,0.0,2.302,22.6743,11.6592,-57.9722,-13.6194,3.03524424,17.26809999999999,-10.584155760000002,6.683944239999989
48,6.9393,11.9851,20.7994,0.0,0.0,0.0,2.6341,29.1485,11.039,-55.233,-20.0286,3.03059016,27.312400000000004,-16.99800984,10.314390160000002
49,11.145,18.3213,16.2206,0.0,0.0,0.0,1.5237,23.6781,10.2711,-57.8084,-14.4468,3.04079688,23.351400000000005,-11.40600312,11.945396880000006
50,8.0514,19.3892,13.9984,0.0,0.0,0.0,0.8252,37.1352,10.8926,-61.7299,-22.7256,3.04849872,28.562099999999987,-19.67710128,8.884998719999986
51,13.0366,17.5835,21.1239,0.0,0.0,0.0,-0.6636,26.1733,10.175,-55.4825,-18.5546,3.06148536,31.94619999999999,-15.493114640000002,16.45308535999999
52,9.1064,20.7384,9.669,0.0,0.0,0.0,4.1667,18.0176,12.6315,-56.0557,-12.4963,3.0419337599999996,18.273899999999998,-9.45436624,8.819533759999997
53,7.928,15.39,14.7534,0.0,0.0,0.0,1.0256,22.1253,10.2073,-56.5962,-13.95,3.0433824,14.83339999999999,-10.906617599999999,3.926782399999991
54,8.6625,21.6867,19.978,0.0,0.0,0.0,0.9743,22.4221,10.5329,-57.0662,-14.3359,3.0346279199999997,27.1903,-11.30127208,15.88902792
55,9.8218,14.0574,18.9899,0.0,0.0,0.0,0.7275,26.3276,10.8779,-60.3414,-15.5067,3.0345336,20.460699999999996,-12.4721664,7.988533599999995
56,10.4192,25.0088,17.2562,0.0,0.0,0.0,-1.1915,28.5188,9.6336,-59.26,-16.9394,3.0542868,30.3851,-13.8851132,16.499986800000002
57,8.515,14.3721,12.841,0.0,0.0,0.0,0.8035,24.3567,10.1394,-59.2836,-14.3347,3.0428964,11.744099999999996,-11.2918036,0.45229639999999627
58,11.9692,17.7664,13.703,0.0,0.0,0.0,-0.2277,19.1986,11.572,-54.4366,-13.0286,3.02453136,19.5449,-10.00406864,9.540831359999999
59,7.8844,15.5573,16.0696,0.0,0.0,0.0,0.5083,20.6546,13.1917,-54.9104,-13.7082,3.0066919199999997,18.955499999999994,-10.70150808,8.253991919999994
60,11.1414,23.4411,12.3438,0.0,0.0,0.0,1.1011,21.6238,10.6886,-58.631,-13.3744,3.03791544,21.708799999999997,-10.336484559999999,11.372315439999998
61,8.3522,19.2262,8.7931,0.0,0.0,0.0,3.1438,20.0074,14.3443,-56.1466,-12.5696,3.0057479999999996,17.720400000000005,-9.563852,8.156548000000004
62,3.5818,20.617,9.3995,0.0,0.0,0.0,3.3789,20.6762,13.0773,-56.7045,-12.9683,3.0079656,14.026199999999996,-9.960334399999999,4.065865599999997
63,11.4232,22.0699,6.3825,0.0,0.0,0.0,2.1589,19.5815,10.1893,-56.3587,-12.9395,3.0315247199999997,15.446600000000004,-9.90797528,5.538624720000003
64,7.3316,15.6548,8.2589,0.0,0.0,0.0,3.5632,20.2921,12.2942,-57.3187,-12.746,3.0287772,10.076100000000004,-9.7172228,0.35887720000000334
65,8.3162,12.8846,20.3672,0.0,0.0,0.0,-0.8546,25.8744,11.0725,-59.618,-15.0246,3.0105972,18.042300000000004,-12.0140028,6.028297200000004
66,5.9865,17.1369,15.5627,0.0,0.0,0.0,1.2959,25.1438,11.4509,-60.6735,-14.6168,3.02460336,15.903200000000005,-11.59219664,4.311003360000006
67,7.514,20.4049,15.2128,0.0,0.0,0.0,2.2235,30.0648,10.9456,-61.1343,-16.3719,3.0023107199999997,25.231299999999997,-13.36958928,11.861710719999998
68,8.0307,15.1358,15.9454,0.0,0.0,0.0,-0.2905,19.5419,11.7045,-53.3346,-13.3687,3.0217327199999997,16.73319999999999,-10.346967280000001,6.386232719999988
69,7.1104,13.1121,15.0712,0.0,0.0,0.0,-0.1263,20.2403,11.2789,-53.4661,-13.988,3.03149808,13.220500000000001,-10.95650192,2.2639980800000017
70,5.4803,17.9104,17.9042,0.0,0.0,0.0,3.019,21.5654,13.2364,-57.7048,-13.5307,3.0094063199999996,21.410900000000005,-10.52129368,10.889606320000006
71,9.4994,20.4452,10.126,0.0,0.0,0.0,-1.2231,23.9598,12.0925,-58.3622,-14.676,3.01686624,16.537599999999998,-11.65913376,4.878466239999998
72,5.2699,16.6107,18.2334,0.0,0.0,0.0,-0.2459,23.3551,10.6787,-57.1973,-14.4783,3.019158,16.704600000000013,-11.459142,5.245458000000013
73,7.1984,17.6528,14.0548,0.0,0.0,0.0,3.3964,22.5506,12.081,-57.828,-13.3902,3.02477472,19.105999999999995,-10.36542528,8.740574719999994
74,11.3825,16.0609,17.3621,0.0,0.0,0.0,0.1902,29.2606,12.7967,-60.113,-15.9278,3.0177359999999998,26.939999999999998,-12.910064,14.029935999999998
75,6.4323,13.1796,13.7753,0.0,0.0,0.0,-0.5896,22.9348,10.9329,-55.0354,-14.5461,3.01012488,11.6299,-11.53597512,0.09392487999999988
76,6.3213,13.9926,10.6448,0.0,0.0,0.0,0.5557,26.2139,12.2304,-61.1407,-14.6889,3.0227486399999997,8.818000000000005,-11.66615136,-2.8481513599999957
77,8.1341,20.6153,10.0237,0.0,0.0,0.0,1.9232,23.4152,11.479,-60.059,-13.8495,3.0210494399999996,15.531500000000008,-10.82845056,4.703049440000007
78,9.3529,20.344,9.5032,0.0,0.0,0.0,2.0694,27.4802,10.6144,-61.8467,-15.428,3.03219216,17.51740000000001,-12.39580784,5.1215921600000085
79,8.9844,17.6546,13.4596,0.0,0.0,0.0,-0.1928,22.1353,11.5968,-56.4044,-13.8868,3.0084429599999996,17.2335,-10.87835704,6.35514296
80,7.0155,15.265,12.316,0.0,0.0,0.0,2.2281,21.2683,9.7834,-56.4833,-13.4388,3.0148142399999998,11.393,-10.42398576,0.9690142399999999
81,5.508,15.297,15.1429,0.0,0.0,0.0,0.0934,20.6284,10.9883,-55.9031,-13.6189,3.04115256,11.7549,-10.57774744,1.1771525599999992
82,8.3175,17.1758,12.0032,0.0,0.0,0.0,0.7688,21.7626,11.0936,-55.5547,-14.1518,3.03935544,15.5668,-11.11244456,4.4543554400000005
83,6.4316,19.7343,11.2656,0.0,0.0,0.0,0.6216,22.9957,10.9911,-57.6734,-14.3456,3.02961528,14.366500000000002,-11.31598472,3.0505152800000026
84,8.8843,13.7524,19.0453,0.0,0.0,0.0,4.3146,32.2348,11.314,-58.5097,-19.8758,3.01101552,31.0357,-16.86478448,14.170915519999998
85,8.7566,17.316,12.993,0.0,0.0,0.0,1.6877,29.5171,13.4709,-56.5814,-18.7299,3.0121567199999997,27.159899999999993,-15.71774328,11.442156719999993
86,6.8623,16.8418,12.2391,0.0,0.0,0.0,2.9735,25.0316,11.066,-60.6808,-13.9421,3.01161528,14.333500000000008,-10.930484719999999,3.403015280000008
87,12.4812,22.2964,9.0334,0.0,0.0,0.0,3.2183,33.3651,14.1685,-60.2715,-19.5521,3.0014207999999996,34.29139999999998,-16.5506792,17.74072079999998
88,9.2472,16.1829,14.9613,0.0,0.0,0.0,0.0455,32.5244,11.4012,-57.2944,-19.9505,3.01743576,27.068099999999994,-16.93306424,10.135035759999992
89,4.9302,16.8817,12.5466,0.0,0.0,0.0,0.6386,34.2494,12.3334,-59.752,-20.4985,3.01536,21.827899999999993,-17.48314,4.344759999999992
90,9.4956,19.987,11.5744,0.0,0.0,0.0,1.0376,24.8734,10.8766,-60.0431,-14.5077,3.02136336,17.801499999999997,-11.48633664,6.315163359999998
91,7.7669,18.2257,9.7759,0.0,0.0,0.0,0.9339,29.7623,13.0255,-56.5459,-19.1459,3.00318768,22.9443,-16.14271232,6.801587679999997
92,11.3826,16.1025,17.8757,0.0,0.0,0.0,0.6818,34.0997,12.822,-61.2356,-19.8742,2.99849328,31.72870000000001,-16.875706719999997,14.852993280000012
93,10.6708,17.8242,16.2399,0.0,0.0,0.0,0.9299,29.4373,11.2021,-55.3079,-19.579,3.03506208,30.996300000000012,-16.54393792,14.452362080000011
94,8.2905,13.9377,19.785,0.0,0.0,0.0,-0.7275,35.4874,11.4994,-62.1429,-20.7391,3.00933648,26.129599999999996,-17.72976352,8.399836479999996
