GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
28,1503.837,3999.1997,5183.5534,0.0,0.0,0.0,-4165.0618,-35043.814,1844.2392,18769.4514,-5325.4621,154.04896152,-7908.595099999995,-5171.413138479999,-13080.008238479995
29,1522.3021,4135.6085,5165.0683,0.0,0.0,0.0,-4206.0398,-35218.9182,1850.2811,18803.4955,-5166.2443,154.59269039999998,-7948.202499999999,-5011.6516096000005,-12959.854109599999
30,1446.1122,4163.1143,5204.5462,0.0,0.0,0.0,-4193.3834,-35251.9562,1849.3198,18787.0915,-5151.5142,157.42895472,-7995.155599999998,-4994.08524528,-12989.240845279997
31,1454.1885,4106.6396,5186.8496,0.0,0.0,0.0,-4197.5236,-35300.1699,1856.1846,18838.0072,-5128.1798,155.09888784,-8055.8240000000005,-4973.08091216,-13028.90491216
32,1475.127,4036.4051,5166.4162,0.0,0.0,0.0,-4191.1564,-35489.4635,1863.4191,18858.9617,-4970.0771,153.72568728,-8280.290799999999,-4816.351412720001,-13096.642212719998
33,1496.7156,4130.8276,5206.7861,0.0,0.0,0.0,-4234.5418,-35280.1446,1844.9015,18832.6571,-5140.8218,153.35285256,-8002.798499999997,-4987.468947439999,-12990.267447439997
34,1499.5116,4095.8283,5186.0453,0.0,0.0,0.0,-4194.931,-35413.2606,1840.8594,18800.431,-5016.9408,150.8414184,-8185.516,-4866.0993816,-13051.6153816
35,1558.2707,4097.3261,5182.1815,0.0,0.0,0.0,-4197.797,-35338.0675,1849.5897,18720.2803,-5031.8732,152.70544584,-8128.216199999999,-4879.16775416,-13007.38395416
36,1473.4312,4070.0633,5169.7644,0.0,0.0,0.0,-4282.7619,-34955.2002,1877.3749,18824.077,-5379.3574,153.00729432,-7823.2513,-5226.35010568,-13049.601405680001
37,1536.9804,4150.2585,5202.0438,0.0,0.0,0.0,-4247.8155,-35084.0772,1822.2786,18779.0743,-5258.9835,154.02803255999999,-7841.257099999999,-5104.955467440001,-12946.21256744
38,1444.1097,4073.3703,5189.0515,0.0,0.0,0.0,-4227.2685,-35091.1111,1851.5092,18811.0395,-5278.1446,153.67353696,-7949.2994000000035,-5124.4710630399995,-13073.770463040004
39,1450.36,4160.6397,5164.6309,0.0,0.0,0.0,-4197.115,-35320.1745,1871.265,18877.5379,-5162.4827,151.19430047999998,-7992.856000000003,-5011.28839952,-13004.144399520004
40,1585.4341,4044.8454,5162.4752,0.0,0.0,0.0,-4230.4722,-35089.1339,1874.9245,18750.7959,-5241.8451,155.39466456,-7901.130999999998,-5086.45043544,-12987.581435439995
41,1462.3047,4055.5787,5185.7673,0.0,0.0,0.0,-4191.0374,-35075.6304,1858.4528,18831.6048,-5317.1971,155.47094424,-7872.959500000001,-5161.72615576,-13034.685655760002
42,1476.6886,4032.5142,5157.0198,0.0,0.0,0.0,-4221.1447,-34993.2728,1880.7025,18764.8641,-5296.9361,153.15001415999998,-7902.6283,-5143.78608584,-13046.414385839998
43,1455.4032,3997.1143,5135.4099,0.0,0.0,0.0,-4170.8213,-35093.513,1850.5145,18823.434,-5294.9227,155.19633048,-8002.458399999996,-5139.72636952,-13142.184769519996
44,1480.1828,4083.3664,5130.3647,0.0,0.0,0.0,-4203.4736,-35150.0453,1850.2903,18821.0886,-5199.3201,153.58907664,-7988.2261,-5045.73102336,-13033.95712336
45,1495.4863,4114.5747,5159.5968,0.0,0.0,0.0,-4172.3799,-35128.5088,1867.4647,18784.4727,-5252.196,152.681382,-7879.293500000003,-5099.514618,-12978.808118000003
46,1510.7653,4034.684,5228.1627,0.0,0.0,0.0,-4211.8137,-35332.7672,1877.3492,18840.2635,-5104.4905,151.07376672,-8053.356199999998,-4953.41673328,-13006.772933279999
47,1510.1974,4110.6313,5161.1178,0.0,0.0,0.0,-4259.1777,-35131.9393,1866.9095,18866.1641,-5280.0096,153.66493296,-7876.096899999997,-5126.344667040001,-13002.441567039998
48,1495.0471,4209.3658,5130.5779,0.0,0.0,0.0,-4213.0188,-35016.0345,1838.3989,18797.0683,-5327.1602,154.88302031999999,-7758.595300000001,-5172.277179680001,-12930.872479680002
49,1491.0761,4107.386,5204.7383,0.0,0.0,0.0,-4198.1351,-34897.1787,1858.0771,18666.7565,-5361.4512,152.58975048,-7767.279799999997,-5208.861449520001,-12976.141249519997
50,1499.7874,4105.2649,5138.8432,0.0,0.0,0.0,-4196.5399,-35088.7283,1837.9772,18815.401,-5311.1781,154.53210168,-7887.994499999997,-5156.64599832,-13044.640498319997
51,1531.9396,4038.662,5168.1379,0.0,0.0,0.0,-4208.3431,-35113.181,1861.9833,18800.1629,-5269.1288,154.44219888,-7920.6384,-5114.68660112,-13035.32500112
52,1516.0173,4144.6353,5147.6217,0.0,0.0,0.0,-4249.6158,-34764.2622,1828.5744,18694.0733,-5439.4489,155.86790688,-7682.955999999998,-5283.58099312,-12966.536993119998
53,1536.7087,3984.7245,5108.9658,0.0,0.0,0.0,-4162.1178,-35197.0622,1865.2591,18827.617,-5208.7039,153.65137392,-8035.904900000005,-5055.0525260800005,-13090.957426080005
54,1495.6133,4093.8547,5162.8123,0.0,0.0,0.0,-4206.0503,-35114.9393,1862.8271,18789.0963,-5208.226,156.61886328,-7916.785899999999,-5051.607136719999,-12968.393036719997
55,1505.0758,4081.253,5136.9613,0.0,0.0,0.0,-4216.9238,-35173.3658,1857.1457,18776.7276,-5168.1078,155.30661576,-8033.126199999999,-5012.80118424,-13045.927384239998
56,1520.6,3992.4852,5196.1944,0.0,0.0,0.0,-4233.1336,-35273.6684,1891.2066,18890.6613,-5192.0322,150.50298744,-8015.654500000001,-5041.52921256,-13057.18371256
57,1550.127,4074.1472,5212.799,0.0,0.0,0.0,-4260.8192,-35012.3988,1842.7764,18830.2085,-5313.9867,154.04222088,-7763.159900000002,-5159.94447912,-12923.104379120005
58,1428.3918,4058.9345,5166.0491,0.0,0.0,0.0,-4279.0159,-35022.7184,1858.5706,18755.9486,-5274.7881,150.37262567999997,-8033.8397,-5124.41547432,-13158.25517432
59,1554.4182,3997.5612,5196.1713,0.0,0.0,0.0,-4229.7431,-35259.881,1861.5389,18835.8361,-5120.9379,151.6396284,-8044.098400000003,-4969.2982716,-13013.396671600003
60,1514.9905,4019.097,5222.2825,0.0,0.0,0.0,-4265.8375,-35106.6359,1843.673,18795.3345,-5249.0227,152.2108548,-7977.0959,-5096.811845200001,-13073.907745200002
61,1486.6185,4080.5798,5169.2142,0.0,0.0,0.0,-4246.3191,-35157.6831,1864.4829,18737.6801,-5138.4074,152.33890608000002,-8065.4267,-4986.06849392,-13051.49519392
62,1491.8486,4028.5446,5193.1144,0.0,0.0,0.0,-4246.3663,-35315.9117,1853.0257,18913.7609,-5170.901,149.49147744,-8081.9837999999945,-5021.4095225599995,-13103.393322559994
63,1466.3848,4047.6529,5179.9119,0.0,0.0,0.0,-4234.277,-35200.6477,1874.4809,18878.4301,-5224.0418,152.98330536,-7988.064100000003,-5071.05849464,-13059.122594640003
64,1487.3771,3989.1635,5171.4534,0.0,0.0,0.0,-4233.2177,-35165.0255,1841.6578,18794.001,-5136.6191,149.54438448,-8114.590400000001,-4987.07471552,-13101.665115520002
65,1506.4423,4045.5111,5199.5586,0.0,0.0,0.0,-4254.0438,-35100.7977,1836.9307,18797.3761,-5237.8229,150.54590448,-7969.022700000001,-5087.27699552,-13056.29969552
66,1466.8835,4066.8004,5180.4474,0.0,0.0,0.0,-4281.3679,-35144.661,1842.2225,18774.2019,-5185.3007,151.32333528,-8095.4732,-5033.97736472,-13129.45056472
67,1415.2291,3983.091,5213.3093,0.0,0.0,0.0,-4280.4083,-35092.1023,1864.3873,18823.2646,-5270.2588,150.5115684,-8073.229300000003,-5119.747231599999,-13192.976531600003
68,1512.7323,4082.9733,5112.1529,0.0,0.0,0.0,-4229.5863,-35095.9353,1833.6692,18779.9654,-5246.394,151.16974416,-8004.028499999997,-5095.22425584,-13099.252755839996
69,1453.5805,4085.341,5163.2898,0.0,0.0,0.0,-4228.8003,-35342.1039,1863.2491,18896.4365,-5076.1559,150.59267928,-8109.007300000001,-4925.56322072,-13034.57052072
70,1520.5371,4099.8505,5205.3297,0.0,0.0,0.0,-4217.8393,-35399.7588,1845.8767,18854.1609,-5039.0704,150.31851479999997,-8091.843200000003,-4888.751885199999,-12980.595085200004
71,1512.1078,4044.7773,5199.3639,0.0,0.0,0.0,-4222.2681,-35369.1188,1833.1231,18767.9725,-5050.1806,149.80602816,-8234.042299999997,-4900.37457184,-13134.416871839998
72,1547.9508,4132.3533,5140.1426,0.0,0.0,0.0,-4230.2268,-35242.806,1831.8185,18805.193,-5161.5215,153.54667080000002,-8015.574599999996,-5007.9748291999995,-13023.549429199995
73,1524.2698,4079.1991,5188.4903,0.0,0.0,0.0,-4229.5356,-35297.3936,1882.8963,18776.1218,-5077.3325,150.77733264,-8075.9519,-4926.55516736,-13002.50706736
74,1512.0106,4015.7751,5146.4811,0.0,0.0,0.0,-4220.0897,-35422.2733,1822.7827,18856.2495,-5033.5371,155.65545072,-8289.063999999998,-4877.88164928,-13166.945649279998
75,1505.4332,4083.6846,5197.3544,0.0,0.0,0.0,-4190.0265,-35019.262,1840.2426,18747.0004,-5388.5754,156.325284,-7835.5733,-5232.250115999999,-13067.823416
76,1494.8314,4021.7969,5151.5646,0.0,0.0,0.0,-4233.7997,-35042.6553,1856.2315,18780.3772,-5287.4654,154.57667976,-7971.653399999999,-5132.88872024,-13104.54212024
77,1489.4119,4120.3619,5201.772,0.0,0.0,0.0,-4212.7149,-35139.0659,1833.949,18736.1329,-5157.6468,154.40615208,-7970.1530999999995,-5003.240647920001,-12973.39374792
78,1518.2989,4184.5947,5171.1984,0.0,0.0,0.0,-4169.2084,-35134.0714,1844.7672,18786.2614,-5246.9834,158.07406247999998,-7798.159200000002,-5088.90933752,-12887.068537520003
79,1477.7732,3955.4403,5165.0596,0.0,0.0,0.0,-4186.166,-35305.0425,1854.888,18821.8662,-5118.5444,154.7769348,-8216.181200000006,-4963.7674652,-13179.948665200005
80,1502.9829,3988.2088,5164.6516,0.0,0.0,0.0,-4212.2008,-35060.3257,1827.7359,18721.6005,-5160.8407,153.98463456,-8067.346799999999,-5006.85606544,-13074.20286544
81,1497.3391,4060.7341,5143.6002,0.0,0.0,0.0,-4244.4622,-35096.035,1862.2214,18758.6055,-5163.3061,154.52974152000002,-8017.996900000006,-5008.7763584799995,-13026.773258480005
82,1441.3209,4080.3046,5166.9611,0.0,0.0,0.0,-4223.573,-35302.1495,1854.9293,18834.5623,-5107.946,153.34871472,-8147.6443,-4954.59728528,-13102.24158528
83,1492.7998,4106.8686,5158.0588,0.0,0.0,0.0,-4195.3454,-35305.0218,1858.9577,18842.4583,-5071.5167,154.2385872,-8041.224000000006,-4917.2781128,-12958.502112800006
84,1497.6054,4023.8636,5173.6086,0.0,0.0,0.0,-4200.4112,-35185.4385,1837.5633,18745.1728,-5156.251,153.34297344,-8108.035999999993,-5002.9080265600005,-13110.944026559993
85,1498.6857,4061.046,5182.444,0.0,0.0,0.0,-4238.4095,-35085.9006,1850.7613,18755.5218,-5192.5791,155.77706016,-7975.851300000006,-5036.80203984,-13012.653339840004
86,1494.2634,4123.2577,5201.2379,0.0,0.0,0.0,-4252.4656,-35192.7167,1826.5586,18773.4801,-5135.2331,155.76315768,-8026.384599999998,-4979.46994232,-13005.85454232
87,1482.0563,4041.1029,5170.0483,0.0,0.0,0.0,-4209.8741,-35224.4124,1843.9061,18757.3102,-5104.6625,150.43529375999998,-8139.8627000000015,-4954.227206240001,-13094.089906240002
88,1431.8786,4084.197,5194.5855,0.0,0.0,0.0,-4260.0197,-35508.2966,1883.8311,18915.7432,-4942.9449,149.89631616,-8258.0809,-4793.04858384,-13051.12948384
89,1536.3832,4095.5002,5181.9184,0.0,0.0,0.0,-4218.5057,-35613.9061,1850.1587,18870.8424,-4852.9231,151.93333872,-8297.6089,-4700.98976128,-12998.598661279999
90,1470.6993,4055.7379,5233.5642,0.0,0.0,0.0,-4215.6574,-35412.7611,1871.893,18880.4915,-5031.7751,150.80556672,-8116.032600000002,-4880.96953328,-12997.00213328
91,1526.7706,4094.9304,5150.0361,0.0,0.0,0.0,-4292.5039,-35254.0936,1817.4415,18836.3208,-5095.4125,149.65464672000002,-8121.098099999996,-4945.757853280001,-13066.855953279995
92,1484.2834,4100.1326,5191.9449,0.0,0.0,0.0,-4216.2833,-35499.2515,1820.9401,18888.9883,-4954.0839,153.9420696,-8229.245499999997,-4800.1418304,-13029.387330399997
93,1510.7663,4021.2439,5172.2887,0.0,0.0,0.0,-4180.6686,-35248.3772,1828.3369,18797.5033,-5062.7686,151.73680176,-8098.906700000003,-4911.03179824,-13009.938498240002
94,1504.2888,4044.6697,5186.4038,0.0,0.0,0.0,-4222.2189,-35240.0566,1860.1559,18834.2798,-5156.0831,149.46450624,-8032.477500000001,-5006.61859376,-13039.096093760001
95,1484.9649,4070.8407,5189.8836,0.0,0.0,0.0,-4186.2971,-35522.8168,1824.3381,18785.6424,-4895.1482,152.49391992,-8353.444199999998,-4742.65428008,-13096.098480079998
96,1495.0552,4034.6158,5166.9534,0.0,0.0,0.0,-4159.989,-35418.5026,1851.9064,18769.4229,-4919.0946,153.87063408,-8260.5379,-4765.22396592,-13025.76186592
97,1533.7722,4061.8526,5153.3335,0.0,0.0,0.0,-4215.1914,-35466.8208,1852.1361,18802.7286,-4943.046,150.62212223999998,-8278.1892,-4792.42387776,-13070.613077760001
98,1470.2603,4025.7195,5133.4601,0.0,0.0,0.0,-4231.4697,-35494.4044,1887.412,18872.8384,-4885.0145,148.13160192,-8336.183799999995,-4736.88289808,-13073.066698079996
99,1461.7586,4106.8912,5160.0547,0.0,0.0,0.0,-4263.946,-35475.4204,1883.8529,18805.3102,-4855.9383,148.28310072,-8321.498800000001,-4707.65519928,-13029.15399928

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,5.7484,15.0644,14.9811,0.0,0.0,0.0,1.8342,12.32,11.3376,-56.5245,-13.8737,3.0353399999999997,4.761200000000002,-10.83836,-6.0771599999999975
1,8.6543,11.9559,12.7481,0.0,0.0,0.0,1.4997,14.5778,10.9714,-61.2428,-13.6249,3.01574016,-0.8355999999999995,-10.60915984,-11.44475984
2,12.7441,17.5541,9.1672,0.0,0.0,0.0,0.976,15.5883,10.8928,-62.0089,-14.039,3.02838696,4.913599999999988,-11.010613039999999,-6.097013040000011
3,12.4103,17.1729,12.7564,0.0,0.0,0.0,2.1978,16.6474,11.8491,-61.5052,-14.0994,3.0158856,11.528699999999986,-11.083514399999999,0.44518559999998697
4,10.6737,20.8564,10.5934,0.0,0.0,0.0,0.8794,14.5411,10.5952,-61.6451,-13.507,3.0274538399999997,6.494100000000003,-10.47954616,-3.985446159999997
5,6.3837,14.2102,18.9073,0.0,0.0,0.0,0.9846,18.8111,12.0091,-62.2642,-14.7194,2.99131128,9.041799999999995,-11.72808872,-2.686288720000005
6,8.5272,14.3267,15.121,0.0,0.0,0.0,1.4577,17.4934,13.0793,-64.5269,-13.9655,3.00674736,5.478400000000008,-10.95875264,-5.4803526399999924
7,8.2758,17.7127,7.9918,0.0,0.0,0.0,0.9846,18.1396,11.0138,-62.3477,-15.1633,3.03397128,1.7706000000000017,-12.12932872,-10.358728719999998
8,8.0587,19.0076,13.2008,0.0,0.0,0.0,1.0894,17.0602,11.9064,-60.9254,-14.4077,3.02977296,9.397699999999993,-11.37792704,-1.980227040000007
9,6.8494,16.3397,11.5661,0.0,0.0,0.0,4.5102,13.9852,13.2894,-61.4486,-13.3555,3.01603176,5.091399999999993,-10.339468239999999,-5.248068240000006
10,4.0732,22.3559,16.7297,0.0,0.0,0.0,1.8096,19.9144,13.5514,-63.7385,-14.922,3.00986136,14.695700000000002,-11.91213864,2.7835613600000015
11,9.0002,20.398,10.4054,0.0,0.0,0.0,3.9606,18.083,10.6153,-64.3808,-14.6958,3.02826312,8.081700000000012,-11.66753688,-3.585836879999988
12,10.4176,19.4385,12.5664,0.0,0.0,0.0,0.9857,12.1943,11.8243,-57.9838,-13.8065,3.0157596,9.442999999999998,-10.7907404,-1.347740400000002
13,7.1163,25.7976,15.1044,0.0,0.0,0.0,2.5187,19.843,11.7384,-65.4336,-14.8378,3.04074864,16.684799999999996,-11.79705136,4.887748639999996
14,12.3168,24.842,11.7849,0.0,0.0,0.0,0.3465,14.6275,10.9278,-59.1622,-14.0987,3.03618672,15.683300000000003,-11.06251328,4.6207867200000035
15,7.9055,18.7396,13.6272,0.0,0.0,0.0,0.4444,17.503,11.3879,-61.6519,-14.8798,3.0215484,7.955700000000007,-11.8582516,-3.9025515999999922
16,10.609,22.2626,12.485,0.0,0.0,0.0,1.4592,14.2354,12.6552,-62.8647,-13.1815,3.00753432,10.841700000000003,-10.17396568,0.6677343200000032
17,9.4584,19.0557,9.3572,0.0,0.0,0.0,0.269,14.7753,12.1128,-60.4264,-14.2074,3.04677864,4.602000000000004,-11.16062136,-6.5586213599999965
18,6.785,21.8991,10.8319,0.0,0.0,0.0,1.2509,10.4349,12.9845,-57.8686,-12.9902,3.02208912,6.317700000000002,-9.96811088,-3.6504108799999977
19,3.3936,17.4156,17.9725,0.0,0.0,0.0,0.5004,17.2514,11.5607,-60.8,-14.7171,3.01079952,7.294200000000004,-11.70630048,-4.412100479999997
20,7.3176,17.5943,9.1057,0.0,0.0,0.0,2.0317,11.0776,11.4399,-58.1055,-13.5633,3.03358464,0.4613000000000085,-10.52971536,-10.068415359999992
21,13.287,21.169,11.2375,0.0,0.0,0.0,3.8234,6.8524,12.1881,-55.9735,-12.3041,3.0342578399999995,12.5839,-9.26984216,3.3140578399999994
22,7.3065,16.6081,12.0928,0.0,0.0,0.0,1.457,17.1336,11.4478,-62.963,-14.1914,3.0281795999999996,3.082800000000013,-11.1632204,-8.080420399999987
23,11.437,21.2181,12.1711,0.0,0.0,0.0,0.6716,20.6686,9.8738,-63.0758,-15.6519,3.04323552,12.964399999999998,-12.60866448,0.3557355199999983
24,10.4498,17.2477,11.5387,0.0,0.0,0.0,0.9331,18.1041,10.8986,-63.0656,-15.0039,3.0295692,6.106399999999994,-11.9743308,-5.867930800000006
25,7.0778,14.7044,16.5498,0.0,0.0,0.0,1.0058,16.5088,12.5451,-60.7306,-14.1196,3.00480408,7.661099999999998,-11.11479592,-3.4536959200000026
26,9.1744,18.1458,11.0215,0.0,0.0,0.0,1.9708,17.1373,12.5629,-62.7411,-14.0453,3.02473008,7.271599999999992,-11.02056992,-3.748969920000007
27,7.8809,18.2956,8.8946,0.0,0.0,0.0,0.6753,13.8227,11.0381,-58.9759,-14.3014,3.0494196000000002,1.631299999999996,-11.251980399999999,-9.620680400000003
28,10.3462,16.2439,15.6214,0.0,0.0,0.0,1.5177,15.1813,9.7492,-62.4548,-14.2316,3.0650824799999996,6.204900000000002,-11.166517520000001,-4.961617519999999
29,7.2832,19.5113,11.349,0.0,0.0,0.0,-0.0248,18.7949,10.4001,-61.3267,-15.4907,3.02931216,5.986999999999995,-12.46138784,-6.474387840000006
30,7.6238,16.62,12.822,0.0,0.0,0.0,7.1264,19.5005,13.0455,-65.0217,-14.9269,3.00023784,11.71650000000001,-11.92666216,-0.21016215999998922
31,10.0972,18.0328,21.868,0.0,0.0,0.0,-1.1244,26.2783,10.8072,-63.9336,-18.4829,3.03377616,22.025500000000008,-15.44912384,6.576376160000008
32,8.8545,18.2572,11.0154,0.0,0.0,0.0,1.6583,16.2632,11.7346,-62.8118,-13.6587,3.03854904,4.971399999999996,-10.62015096,-5.6487509600000045
33,10.8407,16.5581,14.6175,0.0,0.0,0.0,0.3823,18.0941,11.795,-60.7728,-15.3948,3.05786592,11.514900000000004,-12.33693408,-0.8220340799999959
34,9.0995,15.7868,11.7178,0.0,0.0,0.0,4.4185,16.4297,10.1049,-61.6348,-14.6209,3.02118624,5.92240000000001,-11.59971376,-5.67731375999999
35,6.6603,14.8085,11.1495,0.0,0.0,0.0,2.8403,19.6504,12.2713,-64.2109,-14.9958,3.0102422399999997,3.16940000000001,-11.985557759999999,-8.816157759999989
36,6.6306,24.9213,12.3866,0.0,0.0,0.0,3.1046,16.2775,11.8062,-63.9851,-13.7992,3.0334197599999997,11.1417,-10.765780240000002,0.37591975999999905
37,5.7309,16.7099,14.7136,0.0,0.0,0.0,1.1972,19.3439,13.314,-64.1252,-14.5153,3.0142929599999997,6.884299999999996,-11.501007040000001,-4.616707040000004
38,8.6829,15.9335,11.6716,0.0,0.0,0.0,1.1875,16.6196,10.173,-59.1984,-15.5756,3.06177336,5.06969999999999,-12.51382664,-7.444126640000009
39,12.9865,19.9543,6.9911,0.0,0.0,0.0,1.7324,15.2326,11.1957,-61.4202,-13.5681,3.00943152,6.672399999999989,-10.55866848,-3.8862684800000102
40,15.7319,16.0631,14.9172,0.0,0.0,0.0,4.9608,21.1253,10.1064,-65.0713,-15.4213,3.03515064,17.833399999999997,-12.386149360000001,5.4472506399999965
41,10.0156,16.1835,11.6041,0.0,0.0,0.0,2.6787,17.4673,12.3308,-63.6013,-13.5595,2.98589976,6.678699999999999,-10.57360024,-3.8949002400000006
42,7.2006,17.0411,10.7335,0.0,0.0,0.0,0.1259,19.3602,10.3935,-61.883,-15.5154,3.0440714399999997,2.9717999999999947,-12.47132856,-9.499528560000005
43,9.5911,18.0713,9.7134,0.0,0.0,0.0,2.0167,17.2324,11.8676,-63.3672,-13.8805,3.02115312,5.125299999999996,-10.85934688,-5.734046880000004
44,11.9868,24.7643,10.7011,0.0,0.0,0.0,2.82,16.2992,10.0329,-62.1994,-14.1556,3.0322188,14.404900000000012,-11.1233812,3.281518800000012
45,11.0758,16.638,13.7406,0.0,0.0,0.0,2.168,15.9411,11.022,-63.4957,-13.9183,3.0492237600000003,7.089799999999997,-10.86907624,-3.7792762400000033
46,10.9777,20.1519,19.789,0.0,0.0,0.0,-0.3146,15.7577,10.0541,-58.4173,-15.7661,3.06935352,17.99850000000002,-12.69674648,5.301753520000021
47,8.9992,15.7833,9.1837,0.0,0.0,0.0,1.3807,17.0773,11.7162,-60.4897,-14.7169,3.00538008,3.6507000000000005,-11.71151992,-8.06081992
48,11.4241,14.6086,19.1932,0.0,0.0,0.0,1.3334,20.1131,10.5396,-63.4652,-15.7535,3.03058944,13.746799999999986,-12.72291056,1.0238894399999854
49,9.2316,23.8018,8.955,0.0,0.0,0.0,4.0695,13.0948,11.7327,-61.8749,-12.8869,3.01923936,9.010499999999993,-9.86766064,-0.8571606400000076
50,9.3125,14.6974,13.279,0.0,0.0,0.0,2.0363,18.802,12.1327,-62.795,-15.0849,3.01715496,7.464899999999986,-12.067745039999998,-4.602845040000013
51,5.2915,16.2633,13.0935,0.0,0.0,0.0,0.2985,14.7699,12.1423,-56.6278,-15.0805,3.01878576,5.231199999999994,-12.06171424,-6.8305142400000065
52,12.4567,16.8352,10.6196,0.0,0.0,0.0,0.2693,18.6624,11.2193,-59.0423,-16.1682,3.0335039999999998,11.020200000000003,-13.134695999999998,-2.1144959999999964
53,5.9988,16.6648,12.0344,0.0,0.0,0.0,-0.0924,16.9692,10.71,-58.7416,-15.2439,3.04734384,3.543200000000006,-12.19655616,-8.653356159999994
54,5.9152,16.9507,9.4138,0.0,0.0,0.0,3.1787,15.653,10.5345,-61.1142,-14.1042,3.01900968,0.5317000000000007,-11.08519032,-10.55349032
55,5.2417,19.685,11.023,0.0,0.0,0.0,1.5524,19.9412,11.8144,-61.5124,-15.7311,2.9987028,7.7453,-12.7323972,-4.987097199999999
56,9.8796,17.3033,11.1734,0.0,0.0,0.0,0.895,18.3545,11.5779,-62.6476,-15.0702,3.03069672,6.536100000000019,-12.03950328,-5.503403279999981
57,12.5061,20.1867,9.5563,0.0,0.0,0.0,3.4565,12.867,10.9568,-58.9539,-13.6459,3.0471048,10.575499999999998,-10.5987952,-0.02329520000000107
58,7.0514,22.0029,14.4299,0.0,0.0,0.0,1.9878,14.7619,11.8665,-59.1557,-13.7935,3.0230884799999997,12.944700000000005,-10.77041152,2.1742884800000044
59,9.5949,17.9359,16.0263,0.0,0.0,0.0,-0.3409,14.6807,13.4679,-58.1997,-14.5023,3.0081887999999997,13.165100000000002,-11.4941112,1.6709888000000022
60,6.7959,13.0859,19.4653,0.0,0.0,0.0,0.6074,16.5625,12.3233,-62.5021,-14.2178,3.02442624,6.3382000000000005,-11.19337376,-4.85517376
61,8.7139,13.0279,14.2338,0.0,0.0,0.0,1.5029,20.1169,11.0808,-64.2286,-15.0923,3.04869816,4.447599999999994,-12.043601840000001,-7.596001840000006
62,9.3294,17.0886,12.4388,0.0,0.0,0.0,5.4862,16.3936,11.3991,-62.9032,-13.9699,3.0216931199999997,9.232500000000002,-10.94820688,-1.7157068799999995
63,5.4675,15.4419,15.69,0.0,0.0,0.0,4.3992,16.3585,12.0114,-61.9252,-13.8605,3.0047860799999997,7.443300000000001,-10.85571392,-3.4124139199999997
64,10.1506,19.6909,13.9795,0.0,0.0,0.0,1.4527,16.4402,12.0151,-58.4301,-15.0174,3.0257359200000002,15.298899999999996,-11.99166408,3.307235919999996
65,11.0756,18.2222,10.9647,0.0,0.0,0.0,1.7006,19.3689,10.1667,-62.6651,-14.9546,3.02509872,8.833600000000011,-11.92950128,-3.095901279999988
66,11.7161,24.342,12.961,0.0,0.0,0.0,-1.5228,17.1645,8.9388,-55.7873,-17.3252,3.05770104,17.812299999999993,-14.26749896,3.5448010399999945
67,10.8048,17.6319,15.1724,0.0,0.0,0.0,1.6983,16.7222,12.5529,-56.0248,-15.7257,3.01393944,18.557699999999997,-12.71176056,5.845939439999997
68,4.3232,20.2994,9.4567,0.0,0.0,0.0,4.8762,16.3815,12.378,-61.6546,-13.9487,3.01105584,6.060399999999987,-10.937644160000001,-4.877244160000013
69,7.3645,11.6514,14.0242,0.0,0.0,0.0,0.7457,16.3625,11.4004,-60.2899,-14.2428,3.0072715199999998,1.2588000000000008,-11.235528480000001,-9.97672848
70,9.6646,18.8149,14.9304,0.0,0.0,0.0,0.9332,15.8916,11.2692,-58.9652,-15.2325,3.04188912,12.538699999999999,-12.19061088,0.3480891199999987
71,11.9152,17.6795,18.8171,0.0,0.0,0.0,3.8364,21.5516,10.1568,-69.2413,-15.0813,3.0301891199999997,14.715300000000013,-12.051110880000001,2.6641891200000125
72,8.5647,20.194,12.2873,0.0,0.0,0.0,2.8218,13.9844,12.4163,-58.632,-13.6676,2.9953929599999998,11.636500000000005,-10.67220704,0.9642929600000048
73,12.0505,23.9109,13.5224,0.0,0.0,0.0,0.5426,14.9337,11.1202,-60.7596,-14.2042,3.05306856,15.320699999999995,-11.15113144,4.169568559999995
74,9.2557,19.0494,14.2473,0.0,0.0,0.0,1.4581,20.5085,10.66,-62.3988,-16.153,3.04526664,12.780199999999986,-13.10773336,-0.3275333600000123
75,5.3547,23.261,8.2011,0.0,0.0,0.0,2.0734,16.9142,10.9332,-62.2839,-14.5667,3.0348151199999998,4.453699999999998,-11.531884880000002,-7.078184880000004
76,9.8751,22.1853,13.5962,0.0,0.0,0.0,2.9468,12.2523,13.8577,-60.0906,-12.9788,3.0144506399999997,14.622799999999991,-9.96434936,4.658450639999991
77,11.0301,23.2397,13.7883,0.0,0.0,0.0,1.0224,10.5862,11.7228,-56.7152,-13.1679,3.0326832,14.674299999999995,-10.135216799999998,4.539083199999996
78,9.7288,16.9392,9.4993,0.0,0.0,0.0,0.2555,12.4975,13.7336,-56.3929,-13.7428,3.02222376,6.260999999999996,-10.72057624,-4.459576240000005
